20
889 1664
706 246 53
751 458 25
328 158 337
330 824 47
292 26 919
563 601 656
854 457 417
646 857 861
641 230 890
446 5 50
421 529 510
286 790 586
77 846 551
393 240 433
813 824 382
809 356 517
101 333 242
121 118 417
132 583 264
67 60 701
796 259 134
459 810 895
99 210 45
252 762 436
506 71 647
516 200 56
301 622 778
691 615 90
622 644 200
205 807 313
82 520 48
446 305 657
561 409 674
355 514 680
421 652 370
662 751 315
106 45 204
631 728 399
485 343 529
591 393 352
567 403 808
469 353 422
677 648 424
35 128 445
701 406 842
460 413 777
608 194 286
377 82 638
570 477 198
566 169 671
455 612 90
306 333 619
313 839 4
311 335 105
558 143 805
670 717 285
99 70 972
133 678 175
216 850 77
420 529 995
354 800 787
29 863 309
648 479 476
13 382 695
451 601 962
508 322 76
862 676 906
493 276 647
828 176 959
87 13 854
226 258 311
323 127 295
179 38 391
378 869 987
463 600 268
433 668 714
543 809 376
157 95 828
720 84 865
345 18 22
32 93 127
270 181 352
82 446 990
458 99 978
172 438 363
151 734 629
739 802 305
500 342 43
646 62 551
814 543 118
509 405 250
642 519 963
477 298 524
312 811 369
579 554 72
847 721 847
761 821 916
463 723 670
368 360 895
101 285 421
638 183 891
622 153 990
221 498 373
344 499 829
721 520 921
132 142 769
565 596 902
501 679 756
347 742 379
704 370 212
279 672 105
776 385 592
70 731 654
79 346 198
203 770 42
258 332 660
504 572 545
410 321 569
163 865 130
419 327 789
154 824 755
206 461 363
81 395 764
6 354 138
216 396 561
229 524 182
371 748 243
160 481 798
832 69 311
358 38 207
674 858 241
162 84 393
174 297 551
261 810 344
303 448 118
304 408 136
708 569 713
65 242 676
665 46 476
439 675 234
353 721 538
669 534 553
498 116 969
152 657 478
56 55 915
117 754 350
130 99 419
750 597 688
831 202 46
766 300 264
835 188 847
572 13 442
91 728 203
644 313 933
10 108 883
383 426 735
144 104 439
583 130 487
292 16 213
137 709 792
188 725 529
631 812 375
858 305 120
344 255 763
475 754 7
171 4 69
130 734 904
819 639 780
393 368 111
272 768 509
593 853 313
627 335 550
411 798 815
785 95 4
417 101 179
183 843 926
7 391 976
46 593 828
159 792 336
519 579 420
833 830 650
257 280 982
325 772 447
793 524 533
342 143 403
835 114 62
747 336 880
346 299 527
743 105 877
266 779 511
789 586 289
281 680 680
502 609 303
19 597 96
367 635 727
19 22 240
274 548 167
816 651 680
47 195 269
681 500 428
485 782 448
739 567 906
301 133 237
567 819 479
776 628 26
238 606 408
615 190 143
562 601 911
442 132 736
772 207 476
222 406 478
30 275 93
842 231 276
816 300 379
200 241 566
25 498 816
712 61 262
296 197 108
851 554 279
841 633 354
123 507 875
457 57 281
664 518 122
786 776 48
215 124 553
670 428 928
97 713 710
19 20 280
314 460 19
223 534 156
255 652 240
19 382 353
369 383 405
287 80 947
130 298 358
16 183 904
92 574 481
858 445 879
548 847 439
825 632 774
838 153 817
347 469 355
366 234 976
151 629 601
685 129 389
41 421 556
560 362 534
24 458 339
631 473 219
552 123 673
394 599 722
135 75 21
49 618 94
837 115 766
575 339 176
5 660 467
183 596 551
447 593 373
633 730 291
55 32 108
337 130 581
417 445 524
61 543 383
860 519 543
406 831 651
597 363 435
731 225 876
753 647 907
95 429 443
794 601 637
289 73 603
519 631 493
653 186 792
428 709 587
325 179 457
729 678 843
266 450 782
794 256 412
75 595 599
765 525 21
393 77 159
499 464 176
84 624 15
25 270 127
617 480 116
456 808 917
862 651 237
390 52 812
266 330 577
196 807 150
61 74 238
560 178 884
426 681 124
739 109 907
29 318 791
138 337 618
273 465 932
115 174 213
241 414 507
256 186 276
335 862 169
429 856 743
85 517 78
271 756 950
649 690 171
724 572 798
593 613 946
584 242 839
544 834 989
457 481 449
214 106 622
624 569 526
13 404 726
367 169 408
808 363 464
32 13 875
71 622 463
362 191 988
583 655 915
195 28 171
656 704 905
101 657 809
846 421 773
822 664 363
315 558 782
240 16 816
253 530 921
727 296 965
136 110 547
539 555 20
498 603 551
220 138 744
660 847 984
867 524 540
283 743 328
742 342 55
624 591 622
646 267 350
169 697 887
772 532 444
751 103 315
355 834 803
736 214 166
171 285 654
564 24 927
612 170 105
234 649 878
791 390 893
491 97 905
435 761 219
139 749 816
516 372 133
33 570 824
648 284 128
472 810 223
143 373 962
24 578 346
476 485 358
83 596 30
45 455 431
394 413 734
216 148 308
502 157 297
351 118 198
393 582 545
752 325 430
458 353 174
375 123 961
38 648 488
81 179 459
825 255 906
443 713 845
384 231 516
388 327 852
818 389 106
373 296 681
291 533 125
518 700 742
621 734 904
760 604 356
295 615 939
792 492 778
81 430 489
705 704 65
97 255 38
556 142 370
702 421 167
85 765 401
300 82 486
869 446 350
190 555 981
263 698 149
131 57 95
797 577 555
816 813 608
619 563 738
611 591 525
569 158 457
505 575 23
206 319 285
492 561 950
386 291 979
236 196 338
652 283 698
692 771 917
205 490 18
16 334 107
1 675 914
47 170 550
293 416 996
122 337 489
306 735 741
780 343 946
330 604 527
756 830 649
115 223 813
422 572 266
528 772 917
840 107 784
408 241 456
508 337 859
556 381 305
658 205 360
117 447 831
573 747 565
450 539 336
378 418 614
633 239 883
86 38 521
707 35 932
342 848 720
828 665 180
669 697 930
17 748 439
435 444 147
212 308 826
231 825 423
632 509 956
22 847 443
224 628 190
402 217 999
586 577 203
233 465 131
211 467 513
94 666 121
602 263 405
159 870 557
331 169 890
732 361 409
717 171 967
70 11 366
738 771 832
260 51 395
89 480 439
389 385 410
745 284 185
827 269 725
572 289 643
159 701 705
391 266 593
56 232 409
711 691 457
252 802 375
5 499 494
822 680 26
800 656 184
90 55 470
635 330 914
861 406 383
457 208 756
669 409 113
295 340 915
635 512 237
405 554 742
612 580 484
538 321 874
164 543 817
552 426 500
78 742 487
232 747 947
769 837 999
24 775 722
284 220 543
741 98 65
292 858 265
621 430 39
632 59 916
147 511 56
801 426 746
565 116 957
437 641 124
688 787 698
807 292 358
522 126 408
171 636 137
54 598 76
59 397 486
438 343 79
443 287 685
860 731 304
1 151 322
824 202 377
487 77 678
60 203 483
96 863 149
195 769 309
478 469 980
209 224 845
72 846 273
797 126 569
499 607 745
810 103 969
798 266 454
835 502 14
704 783 706
727 509 298
206 283 87
278 211 639
373 379 769
662 367 269
603 754 653
775 43 891
593 143 815
449 800 830
478 494 710
222 1 780
546 677 376
316 694 153
445 418 258
771 579 400
834 706 278
302 566 991
338 392 899
324 284 842
753 858 608
121 557 66
424 560 610
459 43 932
240 393 586
750 265 962
375 397 868
232 295 196
623 92 728
215 819 810
364 56 77
824 772 652
342 583 273
59 866 275
452 115 865
661 324 376
685 421 264
141 442 626
567 740 204
749 800 247
322 162 22
419 552 780
756 144 101
582 62 120
484 446 155
12 472 959
350 108 747
215 374 259
664 430 773
609 217 238
780 77 57
429 825 709
469 609 466
361 415 773
220 603 371
370 787 689
747 443 934
311 861 236
594 611 633
377 670 768
577 203 619
581 817 231
560 436 158
808 757 126
17 391 627
401 852 241
512 270 904
200 741 311
330 851 450
657 333 161
496 66 603
741 350 977
438 379 23
212 415 82
770 501 8
625 869 962
125 598 476
803 334 505
303 182 492
739 330 798
729 645 702
437 612 299
588 856 287
734 415 145
624 322 13
419 865 172
203 600 474
535 9 811
453 133 167
765 209 614
742 703 822
671 650 311
650 236 327
112 211 582
184 660 364
113 790 72
669 217 821
359 430 892
123 777 474
503 2 591
583 457 715
302 197 562
18 859 831
853 163 906
476 465 971
791 131 136
830 716 338
532 779 894
79 650 201
436 297 210
795 349 272
684 451 326
39 474 968
795 18 418
532 364 996
63 429 273
854 43 459
825 580 312
47 118 550
588 298 298
819 468 451
616 172 387
67 672 654
584 152 370
604 869 836
646 241 249
545 290 706
448 520 124
318 748 330
104 182 147
247 861 84
572 291 896
713 488 745
159 539 839
395 267 556
852 240 653
348 689 592
790 860 143
471 121 261
253 700 566
525 802 711
514 804 922
687 817 313
249 663 910
74 210 904
684 18 5
742 204 963
571 279 486
598 570 563
336 515 760
770 544 307
489 117 617
159 546 457
694 669 370
133 810 117
521 736 61
839 753 621
386 58 262
24 31 520
568 321 878
592 170 546
123 750 542
842 506 256
486 747 562
539 79 575
581 162 934
635 837 836
252 198 300
58 109 805
183 558 105
234 158 306
156 709 633
367 164 442
785 72 179
723 395 838
48 852 489
465 860 671
32 481 847
721 706 45
534 37 365
3 440 197
290 424 641
573 186 413
212 14 958
325 294 172
84 646 441
137 184 926
799 139 653
202 824 696
705 755 748
516 60 885
632 599 799
775 248 516
701 142 878
530 345 576
812 8 297
725 587 445
236 519 126
93 871 725
29 263 743
125 116 73
341 824 113
677 95 730
721 846 320
173 256 356
425 480 615
515 595 816
828 313 495
490 239 225
25 31 922
499 787 524
92 670 325
847 288 911
678 746 835
195 364 579
762 310 308
789 411 361
260 414 716
808 708 400
544 534 543
279 479 978
67 871 228
763 842 101
543 170 939
729 841 297
551 204 625
554 528 750
300 37 998
629 87 698
631 515 517
233 68 448
687 79 480
573 814 718
447 369 2
710 700 49
308 204 294
329 259 753
729 78 314
799 35 441
368 506 317
576 393 797
361 425 937
53 66 163
477 820 979
391 54 405
530 76 432
356 343 404
109 628 710
250 437 392
129 401 518
536 436 183
157 260 431
114 249 645
301 461 576
183 447 583
358 184 324
533 342 153
291 226 878
361 601 936
68 252 662
807 114 501
815 405 482
805 309 609
246 220 155
822 871 276
488 528 532
284 625 580
98 170 416
519 508 319
317 456 235
567 771 355
729 563 892
304 419 732
292 621 257
801 134 82
354 36 627
651 720 224
589 723 829
346 231 755
439 514 958
450 626 718
721 78 442
288 777 584
558 707 576
10 738 548
562 585 504
306 227 544
588 441 119
70 410 437
272 93 66
808 127 484
466 82 251
268 786 394
468 404 364
247 298 180
282 621 630
139 403 416
341 404 405
37 226 187
117 726 105
736 302 884
736 250 821
429 318 210
282 764 422
269 426 562
703 63 770
492 26 992
539 534 61
686 755 65
440 49 281
47 83 852
477 252 486
645 689 270
61 464 327
71 53 480
383 528 250
848 464 946
540 682 9
459 153 242
64 297 759
331 221 390
536 597 979
851 440 173
411 706 425
314 178 873
85 804 943
88 168 930
460 71 169
358 615 734
70 603 112
441 850 302
548 599 231
215 124 199
610 293 299
495 154 67
607 576 118
380 467 896
570 799 980
851 838 311
725 312 371
395 837 748
218 1 872
613 597 676
325 617 613
590 161 205
619 663 313
233 181 528
372 54 992
166 414 697
786 92 976
409 827 165
687 158 948
52 723 979
166 445 762
161 598 193
341 173 548
504 859 170
348 71 976
703 755 813
847 368 587
409 312 798
317 99 112
466 117 120
451 660 333
854 247 392
221 512 709
581 246 537
328 709 467
238 681 774
793 716 934
206 270 494
545 188 125
444 257 573
563 744 780
753 428 918
392 828 311
749 230 190
247 761 692
645 744 580
723 201 943
96 426 894
236 715 659
121 115 55
453 683 431
723 223 725
362 191 966
677 29 917
475 228 678
289 561 120
770 30 23
94 213 873
227 581 391
297 183 833
555 79 338
745 300 317
502 311 845
836 723 110
270 184 518
89 216 588
157 560 389
178 831 463
170 787 116
143 129 712
778 715 620
403 865 947
310 243 219
323 550 44
219 218 474
605 595 900
786 239 162
303 742 245
56 573 591
171 454 724
430 109 13
279 133 895
546 497 449
301 673 358
650 258 563
783 253 920
281 586 984
871 436 637
149 473 817
264 325 622
101 757 415
848 672 673
402 52 850
612 463 947
416 61 960
424 774 744
483 726 415
801 25 324
373 789 959
767 176 603
110 859 430
802 103 908
74 541 598
691 145 361
757 449 199
564 457 796
149 365 115
833 378 143
3 401 653
580 776 242
566 284 346
55 160 945
727 386 506
340 57 855
188 49 329
11 482 470
688 114 280
110 118 667
125 342 878
141 652 566
824 871 381
683 310 7
742 304 642
831 81 239
819 756 741
433 135 275
246 793 767
736 72 868
322 632 240
487 6 732
577 258 963
792 655 268
189 552 246
576 378 725
849 600 107
66 423 831
260 721 677
460 62 853
461 28 955
772 98 453
787 12 427
93 644 475
599 608 580
326 140 920
54 763 866
552 630 939
697 640 589
376 10 605
226 532 539
283 143 130
780 133 116
307 777 12
585 524 378
534 487 176
652 794 559
16 218 57
505 634 819
134 780 232
179 673 303
105 453 164
14 440 111
16 247 579
815 264 219
210 862 615
140 857 304
362 359 315
535 110 70
669 844 697
85 129 295
158 664 22
490 599 722
376 814 932
541 728 982
256 791 338
55 673 947
672 842 39
316 293 277
572 230 765
687 712 167
22 115 495
670 412 197
40 708 655
735 754 391
558 615 267
580 382 271
590 737 590
657 265 284
585 90 652
836 123 153
809 439 495
1 413 105
868 552 815
620 677 186
716 82 372
841 30 946
309 535 62
353 830 651
676 65 989
788 508 919
825 46 731
538 651 329
806 260 616
673 157 761
8 347 955
531 834 468
249 296 721
646 797 360
377 831 807
474 490 408
711 502 552
772 526 542
22 625 473
813 145 87
703 58 230
211 811 63
739 489 570
611 851 992
827 751 280
687 121 88
575 504 951
739 667 228
567 267 513
33 448 733
372 10 66
234 437 68
223 71 698
618 695 930
665 51 849
384 418 869
411 260 382
207 787 329
603 25 540
419 423 36
699 281 711
141 786 218
496 416 218
159 101 851
705 489 341
490 824 134
793 472 43
321 167 171
491 81 49
645 568 40
14 554 343
508 578 138
506 859 2
24 242 320
443 645 899
178 833 858
868 654 642
102 53 775
834 844 97
559 45 251
583 703 302
245 817 421
125 575 478
81 113 642
88 140 912
382 859 776
254 189 765
296 277 485
729 715 62
411 828 676
298 37 483
89 278 107
415 402 532
761 570 644
208 227 425
825 752 682
754 679 709
409 702 845
868 364 1000
527 699 614
227 168 235
668 114 55
14 791 821
150 511 480
67 703 256
433 826 738
827 538 226
65 357 970
344 643 956
573 533 570
792 60 36
755 621 252
249 716 128
578 478 627
599 271 523
292 126 180
14 242 734
273 225 689
336 864 951
90 829 244
555 304 45
604 388 744
58 791 118
25 147 219
531 615 508
741 168 178
601 417 521
344 74 945
746 266 799
41 776 877
691 433 609
219 586 395
835 31 300
469 419 140
708 526 422
75 296 853
307 681 456
827 219 698
196 154 317
619 473 545
355 855 742
475 173 743
74 61 707
762 310 819
104 808 598
516 367 194
538 487 116
774 777 80
46 450 911
285 406 326
668 492 379
417 147 940
501 111 80
449 743 500
635 106 537
86 164 90
706 398 570
681 690 700
397 300 83
175 646 225
800 727 125
327 153 956
818 313 442
412 90 799
270 204 652
257 66 775
235 18 275
459 318 313
312 691 526
438 158 154
364 421 57
861 411 46
244 606 649
487 679 615
530 176 536
198 615 688
298 513 108
70 764 564
507 587 350
353 788 525
756 812 38
387 622 952
467 157 945
8 424 214
123 566 708
465 378 617
276 312 561
342 54 687
4 56 768
136 198 153
125 116 985
588 6 424
678 448 540
363 783 557
226 391 248
573 528 640
264 131 862
487 655 459
719 374 543
768 344 641
139 557 953
716 786 181
665 721 520
145 135 769
654 433 666
490 691 690
147 786 246
597 199 479
666 470 567
623 852 731
238 194 678
304 496 439
524 464 871
263 122 80
50 664 5
672 617 522
482 681 717
165 346 944
717 211 490
683 513 376
779 26 79
439 51 921
1 705 279
617 339 49
839 479 562
293 870 447
228 521 439
858 744 142
564 150 575
307 867 762
821 193 43
456 402 427
653 126 719
255 279 600
485 349 55
381 34 929
627 491 914
578 216 252
543 217 156
431 721 509
224 701 164
530 533 774
193 298 922
338 473 976
505 463 838
670 814 50
269 262 664
9 221 8
318 143 790
191 514 560
595 616 637
806 72 464
491 316 575
728 62 605
667 451 199
208 463 459
492 870 987
626 582 301
621 177 357
428 745 619
194 745 48
380 737 392
77 725 635
182 461 831
686 497 970
173 727 744
745 98 950
718 696 771
420 452 221
518 378 822
185 329 574
289 468 63
740 302 214
823 312 338
532 594 281
715 205 400
858 556 929
724 632 292
410 181 192
317 544 857
461 477 160
525 372 135
749 676 409
480 748 171
630 256 397
720 377 151
287 264 982
690 165 124
146 401 531
865 742 910
624 586 143
21 417 84
395 624 232
184 858 983
630 667 561
359 383 604
21 760 555
316 236 864
760 243 786
834 705 185
89 506 945
618 121 420
23 807 591
719 394 186
462 519 658
70 140 738
361 9 773
271 311 635
597 691 99
660 297 213
294 703 387
587 811 669
343 779 415
309 593 612
280 757 538
704 665 380
257 434 471
638 206 824
404 172 548
855 463 350
498 110 226
116 529 125
359 190 332
681 337 413
471 488 183
397 655 942
160 624 412
267 734 580
671 854 188
366 513 910
634 665 157
689 546 8
101 729 796
269 681 686
919 1649
312 121 650
160 742 282
81 906 588
296 251 299
769 130 743
184 779 766
328 522 859
624 654 509
89 607 493
398 21 274
450 214 663
521 701 547
608 324 855
875 526 485
558 113 313
832 720 514
486 671 648
418 617 880
515 609 865
72 224 828
289 805 422
596 695 862
339 591 892
516 533 516
850 146 489
232 918 884
74 41 123
200 397 360
614 193 440
379 41 19
60 843 284
35 611 302
563 853 868
389 32 540
581 681 310
643 167 107
245 899 591
249 286 253
124 174 517
131 175 285
770 835 461
597 535 166
82 411 458
608 748 735
91 427 519
221 387 726
333 560 343
524 561 367
795 750 89
55 620 617
575 264 274
662 292 999
65 866 135
510 692 613
519 25 311
48 679 82
87 391 562
51 687 575
394 106 347
685 596 783
225 527 829
735 349 950
398 60 518
272 143 772
797 43 515
671 81 575
300 1 164
713 640 111
458 215 683
594 159 807
106 765 169
730 231 721
885 638 117
895 273 788
205 565 236
330 232 668
691 336 484
700 598 562
619 380 966
59 137 149
325 589 446
867 293 674
886 388 54
222 126 101
159 421 147
382 128 233
533 110 625
676 312 830
362 673 71
502 912 209
143 799 180
827 307 294
728 451 155
132 536 114
739 582 364
328 650 706
190 549 568
324 520 707
191 892 579
197 296 665
798 182 904
158 729 78
226 851 591
626 382 80
314 469 847
810 802 102
513 741 599
169 435 584
309 831 818
810 327 913
267 795 999
428 258 305
336 158 927
844 182 676
301 764 144
325 586 239
127 508 528
695 346 570
688 75 796
256 521 348
857 94 368
181 741 270
292 548 909
274 244 336
794 309 862
247 827 822
716 234 623
823 711 225
12 157 607
106 347 663
809 769 625
339 548 8
627 669 523
444 643 921
595 219 611
661 513 638
45 388 883
426 333 41
855 160 615
29 500 388
631 408 161
825 178 849
804 157 608
747 336 51
720 632 210
676 529 512
406 779 711
854 301 984
496 274 197
54 724 185
726 444 199
614 251 711
308 488 593
510 558 42
5 914 75
610 551 405
470 127 576
890 109 415
373 645 749
283 277 9
609 399 98
48 510 216
917 752 189
341 739 577
406 688 716
561 352 638
42 678 966
635 710 879
185 387 244
568 169 760
409 230 259
445 823 809
886 315 395
209 325 178
647 772 301
491 519 337
776 895 177
270 39 100
